Indicador,Nombre,Descripción,Periodicidad,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
946,Gobierno central,Gobierno central,Anual,,
,Total ocupados Sector Público,Total ocupados Sector Público,Anual,,
947,Resto sector público,Resto sector público,Anual,,
,"Fuerza de trabajo, empleo, desempleo y subempleo","Fuerza de trabajo, empleo, desempleo y subempleo",Anual,,
3645,Desocupados,Desocupados,Anual,,
917,Tasa de desempleo abierto,Tasa de desempleo abierto,Anual,,
921,Tasa de subutilización total,Tasa de subutilización total,Anual,,
948,No.de personas,No.de personas,Anual,,
3655,Fuerza de trabajo ( FT),Fuerza de trabajo ( FT),Anual,,
3695,Ocupados,Ocupados,Anual,,
920,Tasa subempleo total,Tasa subempleo total,Anual,,
918,Subempleo visible,Subempleo visible,Anual,,
919,Subempleo invisible,Subempleo invisible,Anual,,
,Población ocupada según industrias,Población ocupada según industrias,Anual,,
925,"Agricultura, ganadería y pesca","Agricultura, ganadería y pesca",Anual,,
927,Explotación minas y canteras,Explotación minas y canteras,Anual,,
928,Industria Manufacturera,Industria Manufacturera,Anual,,
929,"Electricidad, gas y agua","Electricidad, gas y agua",Anual,,
930,Construcción,Construcción,Anual,,
931,Comercio y reparación,Comercio y reparación,Anual,,
932,Hoteles y restaurantes,Hoteles y restaurantes,Anual,,
933,"Transporte, almacenamiento y comunicaciones","Transporte, almacenamiento y comunicaciones",Anual,,
934,Establecimientos financieros,Establecimientos financieros,Anual,,
935,Actividades inmobiliarias y empresariales,Actividades inmobiliarias y empresariales,Anual,,
936,Administración pública,Administración pública,Anual,,
937,Enseñanza,Enseñanza,Anual,,
939,Servicios comunitarios y personales,Servicios comunitarios y personales,Anual,,
940,Hogares con servicio doméstico,Hogares con servicio doméstico,Anual,,
941,Organizaciones extraterritoriales,Organizaciones extraterritoriales,Anual,,
,Indice Mensual Actividad Económica (IMAE),Indice Mensual Actividad Económica (IMAE),Mensual,,
913,"IMAE con IEAT, Serie Original","IMAE con IEAT, Serie Original",Mensual,,
3007,"Agricultura, silvicultura y pesca","Agricultura, silvicultura y pesca",Mensual,,
22895,Productos Exportables,Productos Exportables,Mensual,,
22896,Productos Pecuarios,Productos pecuarios,Mensual,,
22897,Granos Básicos,Granos Básicos,Mensual,,
22898,Resto,Resto,Mensual,,
22899,Productos Exportables,Productos Exportables,Mensual,,
22900,Productos Pecuarios,Tasa de Variación de los Productos pecuarios,Mensual,,
22901,Granos Básicos,Tasa de Variación de los Granos Básicos,Mensual,,
22902,Resto,Resto,Mensual,,
3009,Industria manufacturera,Industria manufacturera,Mensual,,
22903,Perfeccionamiento Activo,Perfeccionamiento Activo,Mensual,,
22904,Zona Franca,Zona Franca,Mensual,,
22906,Definitivo,Definitivo,Mensual,,
22907,"Productos alimenticios, bebidas y tabaco","Productos alimenticios, bebidas y tabaco",Mensual,,
22908,"Textiles, prendas de vestir e industria del cuero","Textiles, prendas de vestir e industria del cuero",Mensual,,
22909,Industrias metálicas básicas,Industrias metálicas básicas,Mensual,,
22910,"Fabricación de productos metálicos, maquinaria y equipo","Fabricación de productos metálicos, maquinaria y equipo",Mensual,,
22916,"Productos alimenticios, bebidas y tabaco","Productos alimenticios, bebidas y tabaco",Mensual,,
22917,"Textiles, prendas de vestir e industria del cuero","Textiles, prendas de vestir e industria del cuero",Mensual,,
22918,Industrias metálicas básicas,Industrias metálicas básicas,Mensual,,
22919,"Fabricación de productos metálicos, maquinaria y equipo","Fabricación de productos metálicos, maquinaria y equipo",Mensual,,
22947,"Ind. de la madera y prod. madera, in. los muebles","Ind. de la madera y prod. madera, in. los muebles",Mensual,,
22948,"Fabde papel y prod de papel, impr y edit","Fabde papel y prod de papel, impr y edit",Mensual,,
22949,Fab de sust quím y der del pet y del carbón,Fab de sust quím y der del pet y del carbón,Mensual,,
22950,Fab. de prod. min. no mets,Fab. de prod. min. no mets,Mensual,,
22951,"Ind. de la madera y prod. madera, in. los muebles","Ind. de la madera y prod. madera, in. los muebles",Mensual,,
22952,"Fabde papel y prod de papel, impr y edit","Fabde papel y prod de papel, impr y edit",Mensual,,
22953,Fab de sust quím y der del pet y del carbón,Fab de sust quím y der del pet y del carbón,Mensual,,
22954,Fab. de prod. min. no mets,Fab. de prod. min. no mets,Mensual,,
24382,Agroindustriales,Agroindustriales,Mensual,,
24383,Agroindustriales,Agroindustriales,Mensual,,
24384,Definitivo sin agroindustriales,Definitivo sin agroindustriales,Mensual,,
24385,Definitivo sin agroindustriales,Definitivo sin agroindustriales,Mensual,,
22912,Perfeccionamiento Activo,Perfeccionamiento Activo,Mensual,,
22913,Zona Franca,Zona Franca,Mensual,,
22915,Definitivo,Definitivo,Mensual,,
3011,Extracción de Minas y Canteras,Extracción de Minas y Canteras,Mensual,,
3013,Electricidad y Agua,Electricidad y Agua,Mensual,,
3017,Comercio,Comercio,Mensual,,
23061,Índice Mensual de Actividad Comercial (IMAC) Serie Original,Índice Mensual de Actividad Comercial (IMAC) Serie Original,Mensual,,
23062,"Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",Mensual,,
23063,Productos químicos y farmacéuticos,Productos químicos y farmacéuticos,Mensual,,
23064,Materiales de construcción,Materiales de construcción,Mensual,,
23065,Vehículos,Vehículos,Mensual,,
23066,Resto de actividades comerciales,Resto de actividades comerciales,Mensual,,
23068,"Alimentos, bebidas y tabaco","Alimentos, bebidas y tabaco",Mensual,,
23069,Productos químicos y farmacéuticos,Productos químicos y farmacéuticos,Mensual,,
23070,Materiales de construcción,Materiales de construcción,Mensual,,
23071,Vehículos,Vehículos,Mensual,,
23072,Resto de actividades comerciales,Resto de actividades comerciales,Mensual,,
23067,Índice Mensual de Actividad Comercial (IMAC) Serie Original,Índice Mensual de Actividad Comercial (IMAC) Serie Original,Mensual,,
3019,Hoteles,Hoteles,Mensual,,
3023,"Transporte, Almacenamiento y Comunicacaciones","Transporte, Almacenamiento y Comunicacaciones",Mensual,,
3025,Servicios Financieros y Seguros,Servicios Financieros y Seguros,Mensual,,
3027,Otros Servicios Prestados a Empresas,Otros Servicios Prestados a Empresas,Mensual,,
3029,Servicios de Intermediación Financiera medidos Indirectament,Servicios de Intermediación Financiera medidos Indirectamente,Mensual,,
18954,"Agricultura, silvicultura y pesca","Agricultura, silvicultura y pesca",Mensual,,
18955,Industria manufacturera,Industria manufacturera,Mensual,,
18956,Extracción de Minas y Canteras,Extracción de Minas y Canteras,Mensual,,
18957,Electricidad y Agua,Electricidad y Agua,Mensual,,
18958,Construcción,Construcción,Mensual,,
23581,Pública,Pública,Mensual,,
23582,Privada,Privada,Mensual,,
18959,Comercio,Comercio,Mensual,,
18960,Hoteles,Hoteles,Mensual,,
18961,"Transporte, Almacenamiento y Comunicacaciones","Transporte, Almacenamiento y Comunicacaciones",Mensual,,
18962,Servicios Financieros y Seguros,Servicios Financieros y Seguros,Mensual,,
18963,Otros Servicios Prestados a Empresas,Otros Servicios Prestados a Empresas,Mensual,,
18964,Servicios de Intermediación Financiera medidos Indirectament,Servicios de Intermediación Financiera medidos Indirectamente,Mensual,,
18965,Resto de Sectores,Resto de Sectores,Mensual,,
1964,"IMAE sin IEAT, Tendencia Ciclo","IMAE sin IEAT, Tendencia Ciclo",Mensual,,
1970,"IMAE sin IEAT, Tendencia Ciclo Variación últimos 12 meses","IMAE sin IEAT, Tendencia Ciclo",Mensual,,
1981,"IMAE con IEAT, Tendencia Ciclo Variación 12 ultimos meses","IMAE con IEAT, Tendencia Ciclo",Mensual,,
1982,"IMAE con IEAT, Tendencia Ciclo","IMAE con IEAT, Tendencia Ciclo",Mensual,,
4919,"IMAE con IEAT, Serie Original","IMAE con IEAT, Serie Original",Mensual,,
18942,"IMAE con IEAT, Serie Original Tasa de variación media","IMAE con IEAT, Serie Original Tasa de variación acumulada",Mensual,,
18947,"IMAE con IEAT, Tendencia Ciclo, Tasa de variación media.","IMAE con IEAT, Tendencia Ciclo, Tasa de variación media.",Mensual,,
18948,"Agricultura, silvicultura y pesca","Agricultura, silvicultura y pesca",Mensual,,
18949,Industria manufacturera,Industria manufacturera,Mensual,,
18950,Extracción de Minas y Canteras,Extracción de Minas y Canteras,Mensual,,
18951,Electricidad y Agua,Electricidad y Agua,Mensual,,
18952,Construcción,Construcción,Mensual,,
23585,Pública,Pública,Mensual,,
23586,Privada,Privada,Mensual,,
18953,Comercio,Comercio,Mensual,,
18972,"IMAE con IEAT, Tendencia Ciclo","IMAE con IEAT, Tendencia Ciclo",Mensual,,
3676,Ingresos corrientes del Gobierno Central,Ingresos corrientes del Gobierno Central,Mensual,,
3677,Ingresos no tributarios del Gobierno Central,Ingresos no tributarios del Gobierno Central,Mensual,,
1572,Otros no tributarios,Otros no tributarios,Mensual,,
3678,Ingresos tributarios del Gobierno Central,Ingresos tributarios del Gobierno Central,Mensual,,
1561,Aduanas,Aduanas,Mensual,,
1562,Renta,Renta,Mensual,,
1563,Ventas,Ventas,Mensual,,
1564,Consumo,Consumo,Mensual,,
1565,Derechos de exportacion,Derechos de exportacion,Mensual,,
3699,Otros,Otros,Mensual,,
1566,Ruedo y derecho de circulacion,Ruedo y derecho de circulacion,Mensual,,
1567,Intereses sobre titulos,Intereses sobre titulos,Mensual,,
1568,Especies fiscales,Especies fiscales,Mensual,,
1569,Transferencias Ley 6955,Transferencias Ley 6955,Mensual,,
1570,Cafe,Cafe,Mensual,,
1571,Banano,Banano,Mensual,,
,"Ingresos, gasto y resultado financiero acumulado, Banco Cent","Ingresos, gasto y resultado financiero acumulado, Banco Central",Mensual,,
1824,Resultado operativo acumulado base devengado del Banco Centr,Resultado operativo acumulado base devengado del Banco Central,Mensual,,
1825,Ingresos base devengado,Ingresos base devengado,Mensual,,
1826,Intereses ganados,Intereses ganados,Mensual,,
1827,Comisiones ganadas,Comisiones ganadas,Mensual,,
1828,Ingresos por intermediación cambiaria,Ingresos por intermediación cambiaria,Mensual,,
1829,Otros ingresos,Otros ingresos,Mensual,,
1831,Egresos base devengado,Egresos base devengado,Mensual,,
1832,Intereses sobre Obligaciones en m/n,Intereses sobre Obligaciones en m/n,Mensual,,
1833,Intereses sobre ICP,Intereses sobre ICP,Mensual,,
1838,Intereses sobre depósitos electrónicos a plazo (DEP),Intereses sobre depósitos electrónicos a plazo (DEP),Mensual,,
1968,Intereses sobre BEM,Intereses sobre BEM,Mensual,,
3286,Otros intereses,Otros intereses,Mensual,,
21725,Intereses sobre Op. Pasivas en MIL,Intereses sobre Op. Pasivas en MIL,Mensual,,
1847,Intereses sobre obligaciones en m/e,Intereses sobre obligaciones en m/e,Mensual,,
1848,Gastos sobre depósitos a plazo del público en bancos comerci,Gastos sobre depósitos a plazo del público en bancos comerciales,Mensual,,
1849,Intereses sobre títulos a plazo m/e,Intereses sobre títulos a plazo m/e,Mensual,,
1851,Intereses y otros gastos sobre la deuda externa,Intereses y otros gastos sobre la deuda externa,Mensual,,
1852,Otros egresos,Otros egresos,Mensual,,
1853,Gastos administrativos y otros egresos,Gastos administrativos y otros egresos,Mensual,,
1854,Otros gastos,Otros gastos,Mensual,,
,"Ingresos, gasto y resultado financiero, Resto Sector Público","Ingresos, gasto y resultado financiero, Resto Sector Público No Financiero",Anual,,
1705,Ingresos totales Resto Sector Público No Financiero,Ingresos totales Resto Sector Público No Financiero,Anual,,
3648,Empresas Publicas,Empresas Publicas,Anual,,
3681,Instituciones públicas descentralizadas,Instituciones públicas descentralizadas,Anual,,
1724,Gastos totales Resto Sector Público No Financiero,Gastos totales Resto Sector Público No Financiero,Anual,,
3649,Empresas Publicas,Empresas Publicas,Anual,,
3682,Instituciones públicas descentralizadas,Instituciones públicas descentralizadas,Anual,,
1743,Resultado Financiero Resto Sector Público No Financiero,Resultado Financiero Resto Sector Público No Financiero,Anual,,
2694,Empresas Públicas,Empresas Públicas,Anual,,
2697,Instituciones Públicas,Instituciones Públicas,Anual,,
2775,Empresas Públicas,Empresas Públicas,Anual,,
2776,Instituciones Públicas,Instituciones Públicas,Anual,,
,IPC Base 1984 (Serie vieja),IPC Base 1984 (Serie vieja),Mensual,,
,"Indice de Precios al Consumidor (IPC), alimentos, bebidas y","Indice de Precios al Consumidor (IPC), alimentos, bebidas y tabaco",Mensual,,
,Pan y cereales,Pan y cereales,Mensual,,
1003,"Indice de Precios al Consumidor (IPC), vestido y calzado","Indice de Precios al Consumidor (IPC), vestido y calzado",Mensual,,
1011,"Indice de Precios al Consumidor (IPC), vivienda","Indice de Precios al Consumidor (IPC), vivienda",Mensual,,
1014,Electricidad,Electricidad,Mensual,,
1017,Muebles y accesorios,Muebles y accesorios,Mensual,,
1023,Cuidados médicos,Cuidados médicos,Mensual,,
1027,Transporte,Transporte,Mensual,,
1031,INDICE DE PRECIOS AL CONSUMIDOR-ESPARCIMIENTO Y EDUCACION,INDICE DE PRECIOS AL CONSUMIDOR-ESPARCIMIENTO Y EDUCACION,Mensual,,
1038,INDICE DE PRECIOS AL CONSUMIDOR-OTROS BIENES Y SERVICIOS,INDICE DE PRECIOS AL CONSUMIDOR-OTROS BIENES Y SERVICIOS,Mensual,,
,Liquidez total,Liquidez total,Mensual,,
1450,Sistema bancario nacional,Sistema bancario nacional,Mensual,,
1451,Liquidez total m/e,Liquidez total m/e,Mensual,,
1452,Liquidez total m/n,Liquidez total m/n,Mensual,,
1453,Liquidez total m/e,Liquidez total m/e,Mensual,,
1484,Sistema financiero nacional,Sistema financiero nacional,Mensual,,
1485,Liquidez total m/e,Liquidez total m/e,Mensual,,
1486,Liquidez total m/n,Liquidez total m/n,Mensual,,
1801,Liquidez total m/e,Liquidez total m/e,Mensual,,
,Materiales de construcción,Materiales de construcción,Mensual,,
2202,Regulares,Regulares,Mensual,,
2203,Regulares,Regulares,Mensual,,
,Mercado organizado negociación moneda extranjera,Mercado organizado negociación moneda extranjera,Semanal,,
,Intervención del BCCR en las bandas cambiarias,Intervención del BCCR en las bandas cambiarias,Semanal,,
3334,Compra,Compra,Nueva semanal,,
3335,Venta,Venta,Nueva semanal,,
,Multiplicador bancario,Multiplicador bancario,Mensual,,
1455,Sistema bancario nacional,Sistema financiero nacional,Mensual,,
1491,Sistema financiero nacional,Sistema financiero nacional,Mensual,,
,Para la agricultura,Para la agricultura,Mensual,,
2151,Regulares,Regulares,Mensual,,
2152,Regulares,Regulares,Mensual,,
,Para la agricultura,Para la agricultura,Mensual,,
2190,Regulares,Regulares,Mensual,,
2191,Regulares,Regulares,Mensual,,
,Para transporte,Para transporte,Mensual,,
2192,Regulares,Regulares,Mensual,,
2193,Regulares,Regulares,Mensual,,
,Pasivos externos,Pasivos externos,Mensual,,
,Pasivos externos de largo plazo,Pasivos externos de largo plazo,Mensual,,
1443,bancos comerciales,bancos comerciales,Mensual,,
1477,Otros intermediarios financieros,Otros intermediarios financieros,Mensual,,
3045,Otros intermediarios financieros,Otros intermediarios financieros,Mensual,,
1859,Bancos comerciales,Bancos comerciales,Mensual,,
3588,Banco central,Banco central,Mensual,,
,Pasivos internos,Pasivos internos,Mensual,,
1365,Numerario en poder del público,Numerario en poder del público,Mensual,,
,Depósitos en cuenta corriente del sector privado,Depósitos en cuenta corriente del sector privado,Mensual,,
,Bancos comerciales,Bancos comerciales,Mensual,,
1406,Cuenta corriente en m/n,Cuenta corriente en m/n,Mensual,,
1410,Cuenta corriente en m/e,Cuenta corriente en m/e,Mensual,,
1813,Cuenta corriente en m/e,Cuenta corriente en m/e,Mensual,,
,Otros intermediarios financieros,Otros intermediarios financieros,Mensual,,
1460,Cuenta corriente m/n,Cuenta corriente m/n,Mensual,,
1464,Cuenta corriente m/e,Cuenta corriente m/e,Mensual,,
1791,Cuenta corriente m/e,Cuenta corriente m/e,Mensual,,
1489,Numerario en poder del sistema financiero,Numerario en poder del sistema financiero,Mensual,,
1868,Sistema de inversiones de corto plazo,Sistema de inversiones de corto plazo,Mensual,,
,Depósitos electrónicos a plazo de banco central,Depósitos electrónicos a plazo de banco central,Mensual,,
3322,DEP en m/n,DEP en m/n,Mensual,,
,Depósitos a plazo del sector privado,Depósitos a plazo del sector privado,Mensual,,
,Bancos comerciales,Bancos comerciales,Mensual,,
1408,Depósitos a plazo en m/n,Depósitos a plazo en m/n,Mensual,,
1412,Depósitos a plazo en m/e,Depósitos a plazo en m/e,Mensual,,
1815,Depósitos a plazo en m/e,Depósitos a plazo en m/e,Mensual,,
,Otros intermediarios financieros,Otros intermediarios financieros,Mensual,,
1462,Depósitos a plazo m/n,Depósitos a plazo m/n,Mensual,,
1466,Depósitos a plazo m/e,Depósitos a plazo m/e,Mensual,,
1789,Depósitos a plazo m/e,Depósitos a plazo m/e,Mensual,,
,Depósitos de ahorro a la vista del sector privado,Depósitos de ahorro a la vista del sector privado,Mensual,,
,Bancos comerciales,Bancos comerciales,Mensual,,
1407,Depósitos ahorro a la vista en m/n,Depósitos ahorro a la vista en m/n,Mensual,,
1411,Depósitos ahorro a la vista en m/e,Depósitos ahorro a la vista en m/e,Mensual,,
1814,Depósitos ahorro a la vista en m/e,Depósitos ahorro a la vista en m/e,Mensual,,
,Otros intermediarios financieros,Otros intermediarios financieros,Mensual,,
1461,Depósitos ahorro a la vista m/n,Depósitos ahorro a la vista m/n,Mensual,,
1465,Depósitos ahorro a la vista m/e,Depósitos ahorro a la vista m/e,Mensual,,
1788,Depósitos ahorro a la vista m/e,Depósitos ahorro a la vista m/e,Mensual,,
,Títulos valores de banco central,Títulos valores de banco central,Mensual,,
1867,BEM m/n,BEM m/n,Mensual,,
1870,BEM m/e,BEM m/e,Mensual,,
3729,DPUBTOT Constituida en Moneda nacional,DPUBTOT Constituida en Moneda nacional,Mensual,,
1316,Deuda interna bonificada del Banco Central por tenedor,Deuda interna bonificada del Banco Central por tenedor,Mensual,,
1317,BEM a plazo en moneda nacional,BEM a plazo en moneda nacional,Mensual,,
1318,Sistema Financiero,Sistema Financiero,Mensual,,
3616,Sistema Bancario Nacional,Sistema Bancario Nacional,Mensual,,
19540,BEM Bancos Privados,BEM Bancos Privados,Mensual,,
1325,Sector Público Financiero no Bancario,Sector Público Financiero no Bancario,Mensual,,
1332,Sector Publico no Financiero,Sector Publico no Financiero,Mensual,,
1351,Resto Sector Publico,Resto Sector Publico,Mensual,,
3744,Resto de unidades institucionales,Resto de unidades institucionales,Mensual,,
